ID,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate
9377,Nevada,10-16-2020,88685,1707,2326.0,84652.0,2879.2372853842500,748789.0,,1.9247899870327600,24310.099878058100,
9378,New Hampshire,10-16-2020,9514,465,8155.0,894.0,699.7075113755790,523340.0,,4.88753416018499,38489.06127846290,
9379,New Jersey,10-16-2020,217804,16202,35753.0,165849.0,2452.142996265560,4101399.0,,7.438798185524600,46175.53778966670,
9380,New Mexico,10-16-2020,35770,928,19457.0,15385.0,1705.909256310360,1027392.0,,2.5943528096170000,48997.41466757660,
9381,New York,10-16-2020,481107,33533,78117.0,369653.0,2473.105052591660,12611431.0,,6.9292278017156300,64828.39311527590,
9382,North Carolina,10-16-2020,241623,3910,206471.0,31242.0,2303.7858964516300,3539731.0,,1.6182234307164500,33750.025266769400,
9383,North Dakota,10-16-2020,30517,388,24882.0,5247.0,4004.529815159400,719017.0,,1.2714224858275700,94351.50945723580,
9384,Ohio,10-16-2020,177991,5054,148284.0,24653.0,1522.7091906134800,3803487.0,,2.8394694113747300,32538.74977543180,
9385,Oklahoma,10-16-2020,105308,1154,89815.0,14339.0,2661.3285768331400,1418148.0,,1.0958331750674200,35839.231573847800,
9386,Oregon,10-16-2020,38935,617,5870.0,32448.0,923.1253631983220,775189.0,,1.5846924361114700,18379.26357191070,
9387,Pennsylvania,10-16-2020,184165,8434,143268.0,32463.0,1438.5655229042900,2282130.0,,4.579588955556160,17826.370574135000,
9388,Rhode Island,10-16-2020,27691,1152,2501.0,24038.0,2613.934249042580,935623.0,,4.160196453721430,88319.56245321470,
9389,South Carolina,10-16-2020,162253,3615,81106.0,77532.0,3151.330604108130,1566317.0,,2.2280019475757000,30421.518849172800,
9390,South Dakota,10-16-2020,31805,307,24186.0,7312.0,3595.170568546750,226990.0,,0.9652570350573810,25658.474056105200,
9391,Tennessee,10-16-2020,223493,2871,201831.0,18791.0,3272.621256977780,3274513.0,,1.2846039920713400,47948.888108576500,
9392,Texas,10-16-2020,850361,17378,719478.0,106634.0,2908.989038822450,7211046.0,,2.0599013381356200,24869.208147184800,
9393,Utah,10-16-2020,91957,537,68092.0,23328.0,2868.315804511480,957309.0,,0.5839685940167690,29860.310085160200,
9394,Vermont,10-16-2020,1915,58,1687.0,170.0,306.89643567434700,176605.0,,3.0287206266318500,28302.582257059000,
9395,Virginia,10-16-2020,164124,3408,18911.0,141394.0,1917.9853035298700,2346899.0,,2.0798973795125500,27495.680110371700,
9396,Washington,10-16-2020,96894,2239,,94655.0,1272.4275968158700,2169192.0,,2.3107725968584200,28486.178335007500,
9397,West Virginia,10-16-2020,19586,398,14269.0,4919.0,1092.8790997613500,667579.0,,2.032063718982950,37250.236727232800,
9398,Wisconsin,10-16-2020,166186,1574,130231.0,34381.0,2854.235874550060,1765796.0,,0.9471315273248050,30327.454119703200,
9399,Wyoming,10-16-2020,8665,57,6494.0,2114.0,1497.168942513210,117419.0,,0.6578188113098670,20288.06463484800,
9400,Alabama,10-17-2020,172137,2788,74238.0,94636.0,3501.030452654750,1248795.0,,1.6241218207873600,25469.057357615500,
9401,Alaska,10-17-2020,10760,67,6448.0,4245.0,1470.859619025490,530500.0,,0.6226765799256510,72517.75352165620,
9402,Arizona,10-17-2020,230459,5824,38193.0,186442.0,3166.2036042890500,1620703.0,,2.527130639289420,22266.32798060430,
9403,Arkansas,10-17-2020,98422,1684,87920.0,8818.0,3261.378141191410,1207642.0,,1.7109995732661400,40017.24432733210,
9404,California,10-17-2020,873614,16956,,856658.0,2210.996835080630,16756711.0,,1.940902961719940,42408.93001641540,
9405,Colorado,10-17-2020,84369,2176,7087.0,75083.0,1464.6616896485600,1646557.0,,2.5798496668484600,28592.33345650850,
9406,Connecticut,10-17-2020,62830,4542,9651.0,48637.0,1762.2704707923900,1967633.0,,7.229030717809960,55188.62857323970,
9407,Delaware,10-17-2020,22942,664,11928.0,10350.0,2356.0123397455600,324469.0,,2.89425507802284,33321.112713142000,
9408,Florida,10-17-2020,752481,15917,,736564.0,3503.539502322800,5704100.0,,2.1152693556382200,26558.19838002490,
9409,Georgia,10-17-2020,339384,7607,,331777.0,3196.481858168410,3280668.0,,2.2414138556914900,30898.910215784,
9410,Hawaii,10-17-2020,13949,186,10947.0,2816.0,985.1879265922340,469684.0,,1.3334289196358200,33172.77268001630,
9411,Idaho,10-17-2020,52582,529,25457.0,26596.0,2942.366394059530,348518.0,,1.0060476969305100,19502.25649318860,
9412,Illinois,10-17-2020,343386,9452,,333934.0,2709.8394145561200,6699844.0,,2.752587467165230,52871.99053711380,
9413,Indiana,10-17-2020,145977,3918,106319.0,35740.0,2168.334096083330,2485506.0,,2.683984463305860,36919.565450856500,
9414,Iowa,10-17-2020,106698,1528,81502.0,23668.0,3381.795015641490,827884.0,,1.4320793266977800,26239.79816612630,
9415,Kansas,10-17-2020,72649,859,2379.0,66785.0,2403.551419448780,589189.0,,1.2267397854990500,20224.01292823230,
9416,Kentucky,10-17-2020,86797,1312,17155.0,68330.0,1942.7787127661300,1674648.0,,1.5115729806329700,37483.67438709140,
9417,Louisiana,10-17-2020,174638,5727,161792.0,7119.0,3756.6302142017900,2565652.0,,3.279355008646460,55189.62552438330,
9418,Maine,10-17-2020,5912,146,5112.0,654.0,439.81157734047900,533689.0,,2.4695534506089300,39702.74034155330,
9419,Maryland,10-17-2020,135127,4036,7880.0,123211.0,2235.1001045374500,3049634.0,,2.9868198065523500,50443.19249447540,
9420,Massachusetts,10-17-2020,142930,9723,118892.0,14315.0,2073.7023980983400,5088797.0,,6.802630658364230,73830.90003733040,
9421,Michigan,10-17-2020,161105,7340,109539.0,44226.0,1613.170189580170,4272743.0,,4.55603488408181,42783.66056508070,
9422,Minnesota,10-17-2020,121090,2270,106774.0,12046.0,2147.1259117616200,2458271.0,,1.874638698488730,43589.209366852300,
9423,Mississippi,10-17-2020,110006,3171,94165.0,12670.0,3696.2531109833600,839550.0,,2.8825700416340900,28209.273124430300,
9424,Missouri,10-17-2020,157108,2581,,154527.0,2559.834510482240,2266988.0,,1.6428189525676600,36937.10133951880,
9425,Montana,10-17-2020,22225,239,13395.0,8591.0,2079.4776838595100,428128.0,,1.0753655793025900,40057.71076874710,
9426,Nebraska,10-17-2020,57332,547,38083.0,18702.0,2963.8008114110400,535347.0,,0.9540919556268750,27674.9785981034,
9427,Nevada,10-17-2020,89652,1707,2326.0,85619.0,2910.6317991686100,749756.0,,1.9040289117922600,24341.49439184250,
9428,New Hampshire,10-17-2020,9625,466,8222.0,937.0,707.8710108250950,523341.0,,4.841558441558440,38489.134823502900,
9429,New Jersey,10-17-2020,218738,16204,35812.0,166722.0,2462.6584209524900,4135796.0,,7.40794923607238,46562.79588705040,
9430,New Mexico,10-17-2020,36343,929,19613.0,15801.0,1733.2362343328900,1035851.0,,2.556200643865390,49400.83335360210,
9431,New York,10-17-2020,482891,33547,78235.0,371309.0,2482.2756101055200,12771403.0,,6.905699215765050,65650.72070866610,
9432,North Carolina,10-17-2020,243725,3929,206471.0,33325.0,2323.8276886417,3582572.0,,1.6120627756693000,34158.49834917420,
9433,North Dakota,10-17-2020,31261,399,25492.0,5370.0,4102.159666798760,726187.0,,1.27635072454496,95292.37778553450,
9434,Ohio,10-17-2020,180225,5067,149351.0,25807.0,1541.8210127383600,3854399.0,,2.8114856429463200,32974.30084437640,
9435,Oklahoma,10-17-2020,106468,1162,90845.0,14461.0,2690.6439294096400,1434035.0,,1.0914077469286500,36240.72554486750,
9436,Oregon,10-17-2020,39315,619,5870.0,32826.0,932.1349339705160,781643.0,,1.5744626732799200,18532.2840186574,
9437,Pennsylvania,10-17-2020,185668,8442,144754.0,32472.0,1450.3058860619200,2300793.0,,4.546825516513350,17972.152608473600,
9438,Rhode Island,10-17-2020,27691,1152,2501.0,24038.0,2613.934249042580,935623.0,,4.160196453721430,88319.56245321470,
9439,South Carolina,10-17-2020,163214,3637,81703.0,77874.0,3169.9954590602600,1585051.0,,2.2283627629982700,30785.37669794830,
9440,South Dakota,10-17-2020,32611,315,24528.0,7768.0,3686.2791199773000,229204.0,,0.9659317408236480,25908.73997777680,
9441,Tennessee,10-17-2020,226139,2903,203586.0,19650.0,3311.3667919429200,3305133.0,,1.2837237274419700,48397.258585006000,
9442,Texas,10-17-2020,855426,17445,723204.0,107798.0,2926.0776728943000,7274236.0,,2.05553237581355,25087.13565212940,
9443,Utah,10-17-2020,93297,540,69110.0,23647.0,2910.1129833890500,966451.0,,0.5787967458760730,30145.466659263800,
9444,Vermont,10-17-2020,1926,58,1687.0,181.0,308.65928726307700,177333.0,,3.011422637590860,28419.250980385900,
9445,Virginia,10-17-2020,165238,3422,18996.0,142380.0,1930.6968914251100,2366380.0,,2.074698868290910,27723.914620774700,
9446,Washington,10-17-2020,97671,2239,,95432.0,1282.631285823710,2194254.0,,2.2923897574510400,28815.29655111370,
9447,West Virginia,10-17-2020,19805,401,14563.0,4841.0,1105.0990794839900,672361.0,,2.024741226962890,37517.06751734090,
9448,Wisconsin,10-17-2020,166186,1574,130231.0,34381.0,2854.235874550060,1765796.0,,0.9471315273248050,30327.454119703200,
9449,Wyoming,10-17-2020,8816,57,6559.0,2200.0,1523.2592495321900,117570.0,,0.646551724137931,20314.154941867,
9450,Alabama,10-18-2020,173002,2788,74238.0,95600.0,3520.6911425940500,1253896.0,,1.6150521937599200,25573.09177605990,
9451,Alaska,10-18-2020,10980,67,6488.0,4425.0,1500.9329569609500,532711.0,,0.6102003642987250,72819.99056790770,
9452,Arizona,10-18-2020,231149,5827,38384.0,186938.0,3175.6832969326900,1631023.0,,2.520884797251990,22408.11120970910,
9453,Arkansas,10-18-2020,99066,1704,88450.0,8912.0,3282.7181619482200,1215944.0,,1.7200654109381600,40292.34502969710,
9454,California,10-18-2020,875692,16979,,858713.0,2216.2559671724900,16892062.0,,1.9389237311748900,42751.48477472400,
9455,Colorado,10-18-2020,85302,2176,7127.0,75976.0,1480.8631616382500,1668053.0,,2.5516246672686100,28965.609814375900,
9456,Connecticut,10-18-2020,62830,4542,9651.0,48637.0,1762.2704707923900,1967633.0,,7.229030717809960,55188.62857323970,
9457,Delaware,10-18-2020,23093,665,12018.0,10410.0,2371.5191771312100,327296.0,,2.8796605031827800,33611.429463401800,
9458,Florida,10-18-2020,755020,15967,,739053.0,3515.361045719110,5722392.0,,2.114778416465790,26643.36563949920,
9459,Georgia,10-18-2020,340558,7638,,332920.0,3207.5391552168500,3298458.0,,2.2427897744290200,31066.464998145000,
9460,Hawaii,10-18-2020,14031,187,10995.0,2849.0,990.979410568187,473581.0,,1.332763167272470,33448.00942458080,
9461,Idaho,10-18-2020,53092,528,25679.0,26885.0,2970.904807603530,350312.0,,0.9945001130113760,19602.64455965510,
9462,Illinois,10-18-2020,347631,9474,,338157.0,2743.338940788380,6779140.0,,2.725303554631200,53497.75695221710,
9463,Indiana,10-18-2020,147582,3937,107148.0,36497.0,2192.174675244520,2512174.0,,2.667669498990390,37315.69041351750,
9464,Iowa,10-18-2020,107334,1532,81811.0,23991.0,3401.953047000540,832536.0,,1.4273203272029400,26387.24338921170,
9465,Kansas,10-18-2020,74235,859,2379.0,67030.0,2411.961086240620,589189.0,,1.2224625718677100,20224.01292823230,
9466,Kentucky,10-18-2020,87607,1318,17155.0,69134.0,1960.908956407510,1674648.0,,1.5044459917586500,37483.67438709140,
9467,Louisiana,10-18-2020,175781,5750,161792.0,8239.0,3781.2172361261900,2592598.0,,3.2711157633646400,55769.259726286000,
9468,Maine,10-18-2020,5937,146,5145.0,646.0,441.6714030227380,533715.0,,2.4591544551120100,39704.674560262800,
9469,Maryland,10-18-2020,135657,4037,7890.0,123730.0,2243.8666948961900,3079162.0,,2.975887716815200,50931.607362612600,
9470,Massachusetts,10-18-2020,143660,9737,118892.0,15031.0,2084.2936158315800,5168943.0,,6.777808715021580,74993.69967630050,
9471,Michigan,10-18-2020,161105,7340,109539.0,44226.0,1613.170189580170,4270757.0,,4.55603488408181,42763.77442873170,
9472,Minnesota,10-18-2020,122812,2287,108316.0,12209.0,2177.659818938540,2489218.0,,1.8621958766244300,44137.950845019700,
9473,Mississippi,10-18-2020,110006,3171,94165.0,12670.0,3696.2531109833600,839550.0,,2.8825700416340900,28209.273124430300,
9474,Missouri,10-18-2020,158955,2592,,156363.0,2589.928549874640,2285067.0,,1.6306501840143400,37231.670986608700,
9475,Montana,10-18-2020,22821,241,13441.0,9139.0,2135.2423047630100,431134.0,,1.0560448709521900,40338.96655806910,
9476,Nebraska,10-18-2020,58068,548,38629.0,18891.0,3001.8486275904600,539127.0,,0.9437211545085070,27870.387219242300,
9477,Nevada,10-18-2020,90261,1710,2326.0,86225.0,2930.403525016270,750365.0,,1.8945059327948900,24361.266117690100,
9478,New Hampshire,10-18-2020,9625,466,8256.0,903.0,707.8710108250950,538613.0,,4.841558441558440,39612.31467569210,
9479,New Jersey,10-18-2020,219647,16211,35889.0,167547.0,2472.8923835225300,4138871.0,,7.3804786771501600,46597.415727427600,
9480,New Mexico,10-18-2020,36788,934,19853.0,16001.0,1754.4587565318900,1046727.0,,2.538871371099270,49919.521334357700,
9481,New York,10-18-2020,484281,33559,78362.0,372562.0,2489.420831486840,12900166.0,,6.8879431569687900,66312.62009048110,
9482,North Carolina,10-18-2020,246028,3934,206471.0,35623.0,2345.7859414550800,3617258.0,,1.5990049913018000,34489.21652420020,
9483,North Dakota,10-18-2020,31978,404,25922.0,5652.0,4196.246499628640,733088.0,,1.2633685658890500,96197.9471486572,
9484,Ohio,10-18-2020,181787,5067,150167.0,26553.0,1555.1838892643600,3900649.0,,2.787328026756590,33369.968603228700,
9485,Oklahoma,10-18-2020,107299,1171,91643.0,14485.0,2711.644841470910,1434831.0,,1.0913428829718800,36260.84194198040,
9486,Oregon,10-18-2020,39532,620,5870.0,33042.0,937.2798730693740,785104.0,,1.5683496913892500,18614.342240874700,
9487,Pennsylvania,10-18-2020,186754,8465,144754.0,33535.0,1458.7889428744200,2314863.0,,4.53270077213875,18082.057405298500,
9488,Rhode Island,10-18-2020,27691,1152,2501.0,24038.0,2613.934249042580,935623.0,,4.160196453721430,88319.56245321470,
9489,South Carolina,10-18-2020,163990,3650,82119.0,78221.0,3185.067183766670,1601263.0,,2.2257454722849000,31100.2514414279,
9490,South Dakota,10-18-2020,33269,323,24934.0,8012.0,3760.658061467750,231047.0,,0.9708737864077670,26117.068836693000,
9491,Tennessee,10-18-2020,228744,2909,204726.0,21109.0,3349.511961475870,3340819.0,,1.2717273458538800,48919.81079995910,
9492,Texas,10-18-2020,861046,17470,726231.0,110310.0,2945.2666052809400,7326919.0,,2.0450675990566800,25268.82697580390,
9493,Utah,10-18-2020,94394,543,70166.0,23685.0,2944.330524604500,973938.0,,0.5752484268067890,30379.00059826110,
9494,Vermont,10-18-2020,1937,58,1689.0,190.0,310.42213885180700,178460.0,,2.994321115126480,28599.863138613000,
9495,Virginia,10-18-2020,166138,3433,19034.0,143212.0,1941.0184664810700,2386778.0,,2.070305898259250,27962.892473205200,
9496,Washington,10-18-2020,98201,2239,,95962.0,1289.591331092900,2214560.0,,2.280017515096590,29081.958210049700,
9497,West Virginia,10-18-2020,20081,402,14742.0,4937.0,1120.4996018741800,680872.0,,2.0018923360390400,37991.972756699100,
9498,Wisconsin,10-18-2020,166186,1574,130231.0,34381.0,2854.235874550060,1765796.0,,0.9471315273248050,30327.454119703200,
9499,Wyoming,10-18-2020,9025,57,6627.0,2341.0,1559.3709989823100,117779.0,,0.631578947368421,20350.266691317100,
9500,Alabama,10-19-2020,174078,2789,74238.0,96458.0,3538.21036734286,1260100.0,,1.6076317837277000,25699.62177645760,
9501,Alaska,10-19-2020,11182,67,6516.0,4599.0,1528.5457490653300,536223.0,,0.5991772491504200,73300.07039895020,
9502,Arizona,10-19-2020,231897,5830,38553.0,187514.0,3185.9598333057900,1639785.0,,2.514047184741500,22528.48956759820,
9503,Arkansas,10-19-2020,99597,1714,89217.0,8666.0,3300.3137380691400,1223914.0,,1.7209353695392400,40556.444354901800,
9504,California,10-19-2020,879645,16982,,862663.0,2226.260466286600,17042408.0,,1.93055152931012,43131.98981489860,
9505,Colorado,10-19-2020,86374,2180,7176.0,76995.0,1499.4783577507300,1689313.0,,2.524579912218740,29334.788050711100,
9506,Connecticut,10-19-2020,64021,4554,9651.0,49816.0,1795.6759161324200,2039597.0,,7.1132909514065700,57207.09160300420,
9507,Delaware,10-19-2020,23196,666,12113.0,10417.0,2382.0966887254000,329018.0,,2.8711846870150000,33788.269026170600,
9508,Florida,10-19-2020,756727,16021,,740706.0,3523.308810420760,5739283.0,,2.117143963410850,26722.00986537830,
9509,Georgia,10-19-2020,341310,7657,,333653.0,3214.621853155890,3314279.0,,2.243415077202540,31215.474790822600,
9510,Hawaii,10-19-2020,14068,187,11044.0,2837.0,993.5926411427020,477316.0,,1.3292578902473700,33711.804456900100,
9511,Idaho,10-19-2020,53790,531,25980.0,27279.0,3009.963263787270,353190.0,,0.9871723368655880,19763.690744321,
9512,Illinois,10-19-2020,350744,9496,,341248.0,2767.905260025380,6827824.0,,2.7073877243801700,53881.94798521850,
9513,Indiana,10-19-2020,149166,3960,108462.0,36744.0,2215.703321594260,2533863.0,,2.65476046820321,37637.85759197670,
9514,Iowa,10-19-2020,108060,1548,82188.0,24324.0,3424.963629967010,835573.0,,1.4325374791782300,26483.501158452900,
9515,Kansas,10-19-2020,74691,872,2415.0,68272.0,2456.2062311168700,598394.0,,1.2158139664882500,20539.976123411300,
9516,Kentucky,10-19-2020,88247,1326,17229.0,69692.0,1975.23408718588,1698815.0,,1.5026006549797700,38024.60475509290,
9517,Louisiana,10-19-2020,175982,5766,161792.0,8424.0,3785.5409381443900,2597464.0,,3.276471457308130,55873.93203484600,
9518,Maine,10-19-2020,5961,146,5175.0,640.0,443.4568356777060,549477.0,,2.4492534809595700,40877.25745641310,
9519,Maryland,10-19-2020,136154,4041,7892.0,124221.0,2252.0874409495700,3103833.0,,2.9679627480646900,51339.683873443500,
9520,Massachusetts,10-19-2020,144488,9753,118892.0,15843.0,2096.3066682742100,5239651.0,,6.750041525939870,76019.56792764550,
9521,Michigan,10-19-2020,164123,7363,109539.0,47221.0,1643.389907355240,4335624.0,,4.4862694442582700,43413.2980976898,
9522,Minnesota,10-19-2020,124439,2292,109963.0,12184.0,2206.5092190412400,2511395.0,,1.8418662959361600,44531.18572275640,
9523,Mississippi,10-19-2020,110592,3171,97675.0,9746.0,3715.9429853814400,840136.0,,2.8672960069444400,28228.96299882840,
9524,Missouri,10-19-2020,160437,2600,,157837.0,2614.075472657280,2296674.0,,1.6205738077874800,37420.78929479910,
9525,Montana,10-19-2020,23390,241,13538.0,9611.0,2188.4806760618200,442366.0,,1.0303548525010700,41389.88639361960,
9526,Nebraska,10-19-2020,58817,554,38956.0,19307.0,3040.568484001310,543213.0,,0.941904551405206,28081.614633521000,
9527,Nevada,10-19-2020,90843,1712,2330.0,86801.0,2949.29867188545,750947.0,,1.8845700824499400,24380.161264559300,
9528,New Hampshire,10-19-2020,9746,468,8258.0,1020.0,716.769960675467,543562.0,,4.801970038990360,39976.28907907640,
9529,New Jersey,10-19-2020,221205,16214,35944.0,169047.0,2490.433102646980,4217705.0,,7.329852399358060,47484.96710833700,
9530,New Mexico,10-19-2020,37302,935,19894.0,16473.0,1778.9719619482600,1054891.0,,2.506568012439010,50308.87115735240,
9531,New York,10-19-2020,485279,33575,78442.0,373471.0,2494.5509976296900,12982175.0,,6.8756323681840800,66734.18301153190,
9532,North Carolina,10-19-2020,247172,3939,218541.0,24692.0,2356.6935581370300,3648364.0,,1.593627109866810,34785.80072394540,
9533,North Dakota,10-19-2020,32637,408,26392.0,5837.0,4282.722403164050,741160.0,,1.2501149002665700,97257.1785497768,
9534,Ohio,10-19-2020,183624,5075,151037.0,27512.0,1570.8993848970400,3941567.0,,2.7637999390057900,33720.02121634690,
9535,Oklahoma,10-19-2020,108073,1173,92367.0,14533.0,2731.2052577590300,1435605.0,,1.08537747633544,36280.40235826850,
9536,Oregon,10-19-2020,39794,627,5870.0,33297.0,943.4917350228330,788509.0,,1.5756144142333000,18695.07273687290,
9537,Pennsylvania,10-19-2020,188381,8475,146652.0,33254.0,1471.4979055207800,2327281.0,,4.49886135013616,18179.0579573221,
9538,Rhode Island,10-19-2020,28347,1159,2546.0,24642.0,2675.8583712256700,977911.0,,4.088616079302920,92311.40281735880,
9539,South Carolina,10-19-2020,164609,3661,82637.0,78311.0,3197.089603345610,1610200.0,,2.2240582228189200,31273.828765785000,
9540,South Dakota,10-19-2020,33836,323,25125.0,8388.0,3824.7505536031400,232450.0,,0.954604563187138,26275.66101740900,
9541,Tennessee,10-19-2020,232061,2922,205832.0,23307.0,3398.082989245840,3383392.0,,1.2591516885646400,49543.209764460500,
9542,Texas,10-19-2020,864194,17486,729762.0,109705.0,2955.412873987170,7384043.0,,2.039913740390320,25465.834267977600,
9543,Utah,10-19-2020,95562,546,71035.0,23981.0,2980.762692461970,980659.0,,0.5713568154705850,30588.641523064200,
9544,Vermont,10-19-2020,1946,58,1696.0,192.0,311.8644719698590,179597.0,,2.9804727646454300,28782.07788919360,
9545,Virginia,10-19-2020,166828,3457,19096.0,143810.0,1949.0320389422100,2398111.0,,2.0762202452512600,28095.667059027100,
9546,Washington,10-19-2020,98661,2258,,96403.0,1295.6321251001200,2230785.0,,2.2886449559603100,29295.027520413000,
9547,West Virginia,10-19-2020,20293,402,14799.0,5092.0,1132.3289886376500,687990.0,,1.9809786625930100,38389.14999718220,
9548,Wisconsin,10-19-2020,183142,1600,136910.0,35381.0,2986.5688473239900,1886955.0,,0.9201166247821910,32408.35361980920,
9549,Wyoming,10-19-2020,9311,57,6796.0,2458.0,1608.7870771772000,118065.0,,0.6121791429492000,20399.68276951200,
9550,Alabama,10-20-2020,175210,2805,74238.0,97485.0,3559.482254901660,1265575.0,,1.6071919691969200,25811.28388996130,
9551,Alaska,10-20-2020,11391,67,6681.0,4643.0,1557.1154201040300,546525.0,,0.5881836537617420,74708.32279627360,
9552,Arizona,10-20-2020,232937,5837,38705.0,188395.0,3200.2480656961900,1647345.0,,2.505827756002700,22632.354026128500,
9553,Arkansas,10-20-2020,100441,1728,90283.0,8430.0,3328.2810944647200,1231652.0,,1.7204129787636500,40812.8559707655,
9554,California,10-20-2020,883746,17055,,866691.0,2236.6395330376600,17189070.0,,1.929853147850170,43503.171157947800,
9555,Colorado,10-20-2020,87582,2182,7225.0,78152.0,1520.4551832207600,1708450.0,,2.4920339428271200,29667.100558178000,
9556,Connecticut,10-20-2020,64455,4559,9651.0,50245.0,1807.8488491950300,2054262.0,,7.073151811341250,57618.41893794240,
9557,Delaware,10-20-2020,23325,668,12245.0,10412.0,2395.3442517899600,330726.0,,2.863879957127550,33963.6708689169,
9558,Florida,10-20-2020,760389,16105,,744284.0,3540.3590238580500,5767947.0,,2.1179948684160300,26855.46899098360,
9559,Georgia,10-20-2020,342438,7674,,334764.0,3225.2459000644500,3327836.0,,2.2409896097979800,31343.161141832600,
9560,Hawaii,10-20-2020,14156,189,11078.0,2889.0,999.8078922388460,479301.0,,1.335122916077990,33852.00074583010,
9561,Idaho,10-20-2020,54663,535,26238.0,27890.0,3058.8143128537600,355382.0,,0.9787241827195730,19886.34996488660,
9562,Illinois,10-20-2020,354457,9537,,344920.0,2797.2064946308800,6886901.0,,2.6905943457175300,54348.15564392840,
9563,Indiana,10-20-2020,150664,4008,109675.0,36981.0,2237.9545288113800,2551406.0,,2.660224074762390,37898.440321088800,
9564,Iowa,10-20-2020,109202,1576,83518.0,24108.0,3461.159340363290,837718.0,,1.4431970110437500,26551.48697176290,
9565,Kansas,10-20-2020,76048,895,2415.0,68869.0,2477.5564872169600,598394.0,,1.2399728452874100,20539.976123411300,
9566,Kentucky,10-20-2020,89544,1342,17402.0,70800.0,2004.264860028920,1706897.0,,1.4987045474850400,38205.504297203500,
9567,Louisiana,10-20-2020,176681,5772,161792.0,9117.0,3800.577095909180,2616457.0,,3.2669047605571600,56282.48960913300,
9568,Maine,10-20-2020,5987,146,5206.0,635.0,445.3910543872540,554094.0,,2.4386170035076,41220.730063412600,
